filename,plate,confidence,status
T2_154227_ZH410____Unknown.jpg,ZH410,0.98,ok
T2_154507_AB097A____Unknown.jpg,AB097A,0.94,ok
T2_154520_LC189____Unknown.jpg,LC189,1.00,ok
T2_154614_ZE384____Unknown.jpg,ZE384,1.00,ok
T2_154841_NR909____Unknown.jpg,NR909,0.99,ok
T2_154855_ZRB156____Unknown.jpg,ZRB156,0.94,ok
T2_154902_KE619____Unknown.jpg,KE619,0.90,ok
T2_154916_ZZY764____Unknown.jpg,ZZY764,1.00,ok
T2_154924_YS181____Unknown.jpg,VS181,0.91,ok
T2_155144_AB080R____Unknown.jpg,08DR,0.88,ok
T2_155356_AA693T____Unknown.jpg,AA693T,1.00,ok
T2_155536_TEY602____Unknown.jpg,TEYSTER602,0.83,ok
T2_155556_KG938____Unknown.jpg,KG938,1.00,ok
T2_155632_HH185____Unknown.jpg,HH185,0.98,ok
T2_160017_visitor.jpg,HH185,0.99,ok
T2_160252_AB138P____Unknown.jpg,AB138P,0.99,ok
T2_160357_SB966____Unknown.jpg,SB966,0.99,ok
T2_160447_LE360____Unknown.jpg,LE360,1.00,ok
T2_160556_JR233____Unknown.jpg,JR233,0.99,ok
T2_160733_LE360____Unknown.jpg,LE360,1.00,ok
T2_160836_SK960____Unknown.jpg,SK960,0.99,ok
T2_160852_YS181____Unknown.jpg,VS181,0.97,ok
T2_161052_LE360____Unknown.jpg,LE360,1.00,ok
T2_161142_RK464____Unknown.jpg,RK464,0.92,ok
T2_161316_ZAB080____Unknown.jpg,ZAB188C,0.97,ok
T2_161351_ZUY584____Unknown.jpg,ZUY584,0.99,ok
T2_161548_JR233____Unknown.jpg,JR233,0.98,ok
T2_161618_UF386____Unknown.jpg,UF386,1.00,ok
T2_161853_ZE384____Unknown.jpg,ZE384,1.00,ok
T2_162509_RZ565____Unknown.jpg,RZ565,0.99,ok
T2_162545_PU508____Unknown.jpg,PU508,0.98,ok
T2_163154_KD497____Unknown.jpg,KD497,0.97,ok
T2_163235_PAK306____Unknown.jpg,PAX306,1.00,ok
T2_163529_PA809____Unknown.jpg,PA809,0.92,ok
T2_163531_MZ792____Unknown.jpg,MZ792,0.97,ok
T2_163547_RC850____Unknown.jpg,RC850,0.96,ok
T2_163603_SZA178____Unknown.jpg,KS24XTH,0.99,ok
T2_163944_MZ792____Unknown.jpg,MZ7921,0.94,ok
T2_164803_NR909____Unknown.jpg,NR909,0.99,ok
T2_164808_JR233____Unknown.jpg,JR233,0.99,ok
T2_164827_YS181____Unknown.jpg,YS181,0.93,ok
T2_164837_YA816____Unknown.jpg,YA816,1.00,ok
T2_165018_JR300____Unknown.jpg,JR300,0.99,ok
T2_165118_UZ770____Unknown.jpg,UZ770,0.97,ok
T2_165219_ZAB596E____Unknown.jpg,596E,0.93,ok
T2_170159_YT934____Unknown.jpg,YT934,0.95,ok
T2_170341_YD638____Unknown.jpg,YD638,0.95,ok
T2_170435_YU481____Unknown.jpg,YU481,0.99,ok
T2_170506_LJ947____Unknown.jpg,LJ947,0.97,ok
T2_170702_YU481____Unknown.jpg,YU481,0.99,ok
T2_170821_AA025G____Unknown.jpg,AA0256,0.91,ok
T2_171125_AA844L____Unknown.jpg,844L,0.84,ok
T2_171201_MZ792____Unknown.jpg,MZ792,0.93,ok
T2_171243_RG184____Unknown.jpg,RG184,0.99,ok
T2_171246_ZF102____Unknown.jpg,ZF102,1.00,ok
T2_171452_MP113____Unknown.jpg,MP113,1.00,ok
T2_171720_UY542____Unknown.jpg,UY542,0.99,ok
T2_171922_UE561____Unknown.jpg,0,0.38,ok
T2_172036_JV293____Unknown.jpg,JV2933,0.95,ok
T2_172504_HA162____Unknown.jpg,HA162,1.00,ok
T2_172626_AA636H____Unknown.jpg,636H,0.97,ok
T2_172756_VB786____Unknown.jpg,VB786,0.99,ok
T2_172949_LJ947____Unknown.jpg,LJ947,0.94,ok
T2_173058_ZB192____Unknown.jpg,ZB192,1.00,ok
T2_173258_ZL640____Unknown.jpg,ZL640,1.00,ok
T2_173606_YU481____Unknown.jpg,YU481,0.98,ok
T2_173614_PU721____Unknown.jpg,PU721,0.97,ok
T2_173653_ZVB144____Unknown.jpg,ZVB144,1.00,ok
T2_173802_VF262____Unknown.jpg,VF262,0.95,ok
T2_174017_VB786____Unknown.jpg,VB786,0.97,ok
T2_174135_ZMA554____Unknown.jpg,ZMA5541,0.92,ok
T2_174158_AA844L____Unknown.jpg,844L,0.86,ok
T2_174227_ZMA554____Unknown.jpg,ZMA554L,0.99,ok
T2_174308_ZMA554____Unknown.jpg,ZMA554,1.00,ok
T2_174418_ZMA554____Unknown.jpg,ZMA554L,0.94,ok
T2_174543_SK960____Unknown.jpg,SK960,0.94,ok
T2_175043_AB607G____Unknown.jpg,AB607G,0.96,ok
T2_175623_AB182E____Unknown.jpg,AB182E,1.00,ok
T2_180404_VB820____Unknown.jpg,ZVB820,0.97,ok
T2_180632_KE619____Unknown.jpg,KE619,0.99,ok
T2_180655_VB786____Unknown.jpg,VB786,0.98,ok
T2_180728_ZP181____Unknown.jpg,ZP181,1.00,ok
T2_180745_AB182E____Unknown.jpg,AB182E,1.00,ok
T2_181107_AA196A____Unknown.jpg,AA196A,0.99,ok
T2_181233_AA469U____Unknown.jpg,AA469U,0.96,ok
T2_181739_NR163____Unknown.jpg,NR163,1.00,ok
T2_181847_AA501F____Unknown.jpg,AA501F,0.96,ok
T2_182040_AA501F____Unknown.jpg,AA501F,0.99,ok
T2_182049_ZZK388____Unknown.jpg,ZZK388,0.98,ok
T2_182322_AB158C____Unknown.jpg,ZAB158C,1.00,ok
T2_182353_AA446R____Unknown.jpg,AA446R,1.00,ok
T2_182817_ZAB158C____Unknown.jpg,ZAB158C,1.00,ok
T2_182845_ZAA249B____Unknown.jpg,ZAA249B,1.00,ok
T2_182902_PJ945____Unknown.jpg,PJ945,0.95,ok
T2_183032_ZPH663____Unknown.jpg,ZPH663,1.00,ok
T2_183330_AB548P____Unknown.jpg,548P,0.91,ok
T2_183432_PE145____Unknown.jpg,PE145,1.00,ok
T2_183926_AB262F____Unknown.jpg,AB262F,1.00,ok
T2_184005_JA826____Unknown.jpg,AB262,0.99,ok
T2_184205_PE430____Unknown.jpg,PE430,1.00,ok
T2_184832_UP247____Unknown.jpg,UP247,0.96,ok
T2_184853_ZUG227____Unknown.jpg,ZUG227,0.99,ok
T2_185146_NF032____Unknown.jpg,TNF032,0.99,ok
T2_185518_RJ839____Unknown.jpg,RJ839,0.99,ok
T2_190601_ZG384____Unknown.jpg,ZG384,1.00,ok
T2_190806_SK960____Unknown.jpg,SK960,0.99,ok
T2_191207_RC850____Unknown.jpg,RC850,0.95,ok
T2_191304_RC850____Unknown.jpg,RC850,0.96,ok
T2_191507_ZR718____Unknown.jpg,ZR718,1.00,ok
T2_191643_VV255____Unknown.jpg,VV255,0.99,ok
T2_192001_SY416____Unknown.jpg,SY416,0.97,ok
T2_192417_RS629____Unknown.jpg,RS629,1.00,ok
T2_192451_UJ235____Unknown.jpg,UJ235,1.00,ok
T2_192651_KS440____Unknown.jpg,KS440,0.99,ok
T2_193207_GS166____Unknown.jpg,GS166,0.91,ok
T2_194203_PA809____Unknown.jpg,PA809,0.99,ok
T2_194441_YL259____Unknown.jpg,YL259,1.00,ok
T2_195824_ZM217____Unknown.jpg,ZM217,0.99,ok
T2_200110_ND912____Unknown.jpg,ND912,0.97,ok
T2_200704_ZAA841L____Unknown.jpg,ZAA841L,0.98,ok
T2_200712_YD612____Unknown.jpg,YD612,0.97,ok
T2_200728_NV101____Unknown.jpg,NV100,0.83,ok
T2_200817_MD251____Unknown.jpg,MD251,0.94,ok
T2_200959_AA894G____Unknown.jpg,AA894G,1.00,ok
T2_201052_UN223____Unknown.jpg,UN223,0.99,ok
T2_202014_MD251____Unknown.jpg,MD251,0.94,ok
T2_202338_ZR058____Unknown.jpg,ZR058,0.94,ok
T2_202541_AB548C____Unknown.jpg,AB548C,1.00,ok
T2_202613_JS242____Unknown.jpg,JS242,1.00,ok
T2_203007_VE687____Unknown.jpg,VE687,0.96,ok
T2_203147_VE687____Unknown.jpg,VE687,0.99,ok
T2_203338_ZK290____Unknown.jpg,ZK290,1.00,ok
T2_203630_VV630____Unknown.jpg,VV630,0.99,ok
T2_203656_UR821____Unknown.jpg,UR821,0.98,ok
T2_203750_ZK429____Unknown.jpg,ZK429,1.00,ok
T2_204731_PE611____Unknown.jpg,PE611,1.00,ok
T2_204907_MU634____Unknown.jpg,MU663,0.99,ok
T2_204929_PR557____Unknown.jpg,PR557,1.00,ok
T2_205027_JS086____Unknown.jpg,JS086,0.99,ok
T2_205438_LU711____Unknown.jpg,LU711,0.99,ok
T2_205504_PR557____Unknown.jpg,PR557,1.00,ok
T2_205549_ND295____Unknown.jpg,ND295,0.98,ok
T2_205729_IU663____Unknown.jpg,MU663,0.99,ok
T2_205802_YZ739____Unknown.jpg,YZ739,0.99,ok
T2_205849_AA595A____Unknown.jpg,AA595A,1.00,ok
T2_205932_AB182E____Unknown.jpg,AB182E,1.00,ok
T2_210611_YF252____Unknown.jpg,YF252,1.00,ok
T2_210858_AB530R____Unknown.jpg,AB530R,0.98,ok
T2_211350_YR120____Unknown.jpg,YR120,0.98,ok
T2_211911_AB979L____Unknown.jpg,AB979L,0.98,ok
T2_211931_AA648B____Unknown.jpg,628B,0.89,ok
T2_212009_UR048____Unknown.jpg,UR048,0.97,ok
T2_212129_VU081____Unknown.jpg,VU081,0.98,ok
T2_212317_SF316____Unknown.jpg,SF316,0.99,ok
T2_212541_MU674____Unknown.jpg,MU674,0.98,ok
T2_212613_YE837____Unknown.jpg,YE837,0.93,ok
T2_212809_RF637____Unknown.jpg,RF637,0.96,ok
T2_212828_MU674____Unknown.jpg,MU674,0.97,ok
T2_212839_NG963____Unknown.jpg,NG963,0.88,ok
T2_212857_LJ116____Unknown.jpg,LJ116,0.90,ok
T2_213030_ZG055____Unknown.jpg,ZG055,0.95,ok
T2_213231_AB731K____Unknown.jpg,731K,0.90,ok
T2_213355_VJ346____Unknown.jpg,VJ346,1.00,ok
T2_213444_AA077N____Unknown.jpg,AA077N,0.99,ok
T2_213544_UL967____Unknown.jpg,UL967,0.99,ok
T2_213657_AA955B____Unknown.jpg,AA955B,0.99,ok
T2_213827_AB396N____Unknown.jpg,AB396N,1.00,ok
T2_213900_RL022____Unknown.jpg,RL022,0.99,ok
T2_213959_LE528____Unknown.jpg,LE528,1.00,ok
T2_214253_GA123____Unknown.jpg,GA123,0.98,ok
T2_214319_YD574____Unknown.jpg,YD574,0.99,ok
T2_214415_ZY185____Unknown.jpg,ZY185,0.99,ok
T2_214440_ZB621____Unknown.jpg,ZB621,1.00,ok
T2_214502_AA745H____Unknown.jpg,74SH,0.93,ok
T2_215126_SL567____Unknown.jpg,SL567,1.00,ok
T2_215303_YZ739____Unknown.jpg,YZ739,0.96,ok
T2_215351_VA475____Unknown.jpg,VA475,0.99,ok
T2_215427_SU658____Unknown.jpg,SU658,1.00,ok
T2_215944_PG649____Unknown.jpg,PG649,0.98,ok
T2_220052_ZL933____Unknown.jpg,ZL933,0.98,ok
T2_220200_AA074T____Unknown.jpg,AA074T,0.99,ok
T2_220353_YN636____Unknown.jpg,YN636,0.96,ok
T2_220432_SD111____Unknown.jpg,SD111,0.98,ok
T2_220738_PT384____Unknown.jpg,PT384,0.92,ok
T2_220914_LH444____Unknown.jpg,LH444,0.91,ok
T2_220942_RN340____Unknown.jpg,RN340,0.96,ok
T2_221057_PY449____Unknown.jpg,PY449,0.97,ok
T2_221122_SB803____Unknown.jpg,SB803,0.99,ok
T2_221257_VH744____Unknown.jpg,VH746,0.87,ok
T2_221406_LG721____Unknown.jpg,16723,0.97,ok
T2_221728_RY552____Unknown.jpg,RY552,0.99,ok
T2_222316_YE771____Unknown.jpg,YE771,0.97,ok
T2_222356_YA062____Unknown.jpg,YA062,0.99,ok
T2_222358_ZB621____Unknown.jpg,ZB621,1.00,ok
T2_222425_VM919____Unknown.jpg,VM919,0.97,ok
T2_222553_UK630____Unknown.jpg,UK630,0.99,ok
T2_222659_AA347D____Unknown.jpg,327D,0.82,ok
T2_222711_ZJ507____Unknown.jpg,ZJ507,0.99,ok
T2_222901_PL580____Unknown.jpg,PL580,0.97,ok
T2_222938_PN911____Unknown.jpg,PN211,0.82,ok
T2_223141_ZU770____Unknown.jpg,ZU770,0.94,ok
T2_223310_ZR058____Unknown.jpg,ZR058,0.94,ok
T2_223352_UD562____Unknown.jpg,UD562,1.00,ok
T2_223650_ZM565____Unknown.jpg,ZM565,0.99,ok
T2_224154_AA466V____Unknown.jpg,AA466V,0.99,ok
T2_224313_UZ770____Unknown.jpg,UZ770,0.96,ok
T2_224452_ZA463____Unknown.jpg,ZA463,0.93,ok
T2_224640_YC090____Unknown.jpg,VC090,0.93,ok
T2_224659_YN716____Unknown.jpg,YN716,1.00,ok
T2_224946_UV513____Unknown.jpg,UV513,0.97,ok
T2_224957_MS131____Unknown.jpg,MS131,0.99,ok
T2_224957_SD439____Unknown.jpg,SD439,1.00,ok
T2_225202_AA427Y____Unknown.jpg,427Y,0.95,ok
T2_225223_MF192____Unknown.jpg,MF192,0.97,ok
T2_225453_LG721____Unknown.jpg,LG721,0.91,ok
T2_225456_VG263____Unknown.jpg,BVG263,0.86,ok
T2_225801_VV035____Unknown.jpg,VV035,0.99,ok
T2_225857_UZ770____Unknown.jpg,UZ770,0.95,ok
T2_225938_PA809____Unknown.jpg,PA809,0.99,ok
T2_230132_AB724L____Unknown.jpg,AB724L,0.99,ok
T2_230140_YN716____Unknown.jpg,YN716,1.00,ok
T2_230353_IB679____Unknown.jpg,VB679,0.99,ok
T2_230421_VB677____Unknown.jpg,VB679,0.99,ok
T2_230654_VH021____Unknown.jpg,VH021,0.97,ok
T2_231514_VS010____Unknown.jpg,LVSGOOD,0.75,ok
T2_231520_YC090____Unknown.jpg,YCG90,0.88,ok
T2_231726_ZV906____Unknown.jpg,ZV906,1.00,ok
T2_231746_VC415____Unknown.jpg,VC415,1.00,ok
T2_232308_MY034____Unknown.jpg,MY034,0.99,ok
T2_232355_KD497____Unknown.jpg,KD497,0.99,ok
T2_232701_AA853Y____Unknown.jpg,853Y,0.95,ok
T2_232923_UM119____Unknown.jpg,UM119,0.98,ok
T2_233014_ZE162____Unknown.jpg,ZE162,1.00,ok
T2_233422_VS200____Unknown.jpg,VS200,1.00,ok
T2_233543_KD497____Unknown.jpg,KD497,0.99,ok
T2_234221_JZ435____Unknown.jpg,JZ435,0.89,ok
T2_234548_SA055____Unknown.jpg,SA055,0.99,ok
T2_234636_UY542____Unknown.jpg,UY542,0.99,ok
T2_235044_AA379A____Unknown.jpg,379A,0.95,ok
T2_235504_VB463____Unknown.jpg,VB463,1.00,ok
T2_235904_MN370____Unknown.jpg,MN370,0.99,ok
T2_235907_CR442____Unknown.jpg,LN849,1.00,ok
T3_000600_KS385____Unknown.jpg,KS385,0.98,ok
T3_000601_KR218____Unknown.jpg,KR218,0.96,ok
T3_000801_KR218____Unknown.jpg,KR218,0.97,ok
T3_001001_MAE017____Unknown.jpg,MAE017,0.98,ok
T3_001130_MT661____Unknown.jpg,MT661,0.99,ok
T3_001427_ZA094____Unknown.jpg,ZA094,0.96,ok
T3_001523_AA439G____Unknown.jpg,4396,0.93,ok
T3_001557_RN878____Unknown.jpg,RN878,0.94,ok
T3_001853_YD424____Unknown.jpg,YD424,0.98,ok
T3_001926_KS385____Unknown.jpg,KS3,0.65,ok
T3_002139_SF171____Unknown.jpg,SF171,0.99,ok
T3_002425_YK797____Unknown.jpg,YK797,0.87,ok
T3_002500_ZB327____Unknown.jpg,ZB327,0.95,ok
T3_002536_SK246____Unknown.jpg,SK246,0.99,ok
T3_002650_KZH816____Unknown.jpg,KZH816,0.94,ok
T3_002810_ZA925____Unknown.jpg,ZA925,1.00,ok
T3_003517_AB846K____Unknown.jpg,AB846K,1.00,ok
T3_003529_MH987____Unknown.jpg,MH987,0.70,ok
T3_003609_MM608____Unknown.jpg,MM608,0.96,ok
T3_003656_RU928____Unknown.jpg,RU928,0.98,ok
T3_003906_ZF412____Unknown.jpg,ZF412,1.00,ok
T3_004033_ZC120____Unknown.jpg,ZC120,1.00,ok
T3_004428_VE067____Unknown.jpg,VE067,0.97,ok
T3_004644_PC829____Unknown.jpg,PC829,0.98,ok
T3_004908_NKY314____Unknown.jpg,NXY,0.72,ok
T3_005139_NKY314____Unknown.jpg,NXY314,0.92,ok
T3_005342_NKY314____Unknown.jpg,NXY,0.79,ok
T3_005642_YR089____Unknown.jpg,YR089,0.98,ok
T3_005744_YB822____Unknown.jpg,YB822,0.97,ok
T3_005859_YY957____Unknown.jpg,YY957,0.95,ok
T3_005904_VC411____Unknown.jpg,VC411,0.99,ok
T3_005940_VK768____Unknown.jpg,UK768,0.97,ok
T3_005945_SY943____Unknown.jpg,SY943,0.97,ok
T3_010007_NC153____Unknown.jpg,NC153,1.00,ok
T3_010229_LN036____Unknown.jpg,LN036,0.98,ok
T3_010522_JU480____Unknown.jpg,JU480,0.97,ok
T3_010705_MH987____Unknown.jpg,MH987,0.92,ok
T3_010813_PP505____Unknown.jpg,PP505,0.99,ok
T3_010834_NT806____Unknown.jpg,NT806,0.99,ok
T3_011051_AB122N____Unknown.jpg,122N,0.99,ok
T3_011054_LG972____Unknown.jpg,LG972,0.93,ok
T3_011336_PN280____Unknown.jpg,PN280,0.99,ok
T3_011357_YV131____Unknown.jpg,YV131,0.93,ok
T3_011931_ZP010____Unknown.jpg,ZP010,0.92,ok
T3_012612_YJ618____Unknown.jpg,YJ618,0.98,ok
T3_014837_JM305____Unknown.jpg,IMAGES,0.82,ok
T3_015107_MN115____Unknown.jpg,MN115,1.00,ok
T3_022000_ZJ282____Unknown.jpg,ZJ282,1.00,ok
T3_033312_SZ499____Unknown.jpg,SZ499,0.98,ok
T3_071228_NP109____Unknown.jpg,NP109,0.93,ok
T3_071310_ZY034____Unknown.jpg,ZY034,0.98,ok
T3_073739_NP109____Unknown.jpg,NP109,0.99,ok
T3_091421_KJ977____Unknown.jpg,KJ977,0.99,ok
T3_095600_ZL034____Unknown.jpg,ZL034,0.99,ok
T3_095852_UN643____Unknown.jpg,UN643,0.91,ok
T3_100623_ZR905____Unknown.jpg,ZR905,1.00,ok
T3_101327_AA175C____Unknown.jpg,AA175C,1.00,ok
T3_102529_AA554A____Unknown.jpg,5544A,0.90,ok
T3_102723_YU414____Unknown.jpg,YU414,0.98,ok
T3_105138_SN736____Unknown.jpg,SN736,1.00,ok
T3_105238_AA114N____Unknown.jpg,AA114N,1.00,ok
T3_105848_ZF215____Unknown.jpg,ZF215,1.00,ok
T3_110015_ZE328____Unknown.jpg,ZE328,1.00,ok
T3_110300_AB123K____Unknown.jpg,123K,0.99,ok
T3_110456_ZG279____Unknown.jpg,ZG279,1.00,ok
T3_110528_JB111____Unknown.jpg,JB111,0.99,ok
T3_110554_RS214____Unknown.jpg,RS214,1.00,ok
T3_112054_ZY034____Unknown.jpg,ZY034,0.99,ok
T3_112619_VP255____Unknown.jpg,VP255,0.99,ok
T3_114106_AA691G____Unknown.jpg,691G,0.90,ok
T3_114442_YM991____Unknown.jpg,YM991,0.97,ok
T3_115129_ZA280____Unknown.jpg,ZA280,1.00,ok
T3_115514_NE285____Unknown.jpg,NE285,1.00,ok
T3_115538_PR410____Unknown.jpg,PR410,0.96,ok
T3_115735_NE285____Unknown.jpg,NE285,1.00,ok
T3_120210_UK712____Unknown.jpg,UK712,1.00,ok
T3_120354_PA814____Unknown.jpg,PA814,0.96,ok
T3_120511_NJ017____Unknown.jpg,NJ017,0.99,ok
T3_120733_RN724____Unknown.jpg,RN724,1.00,ok
T3_120754_AB177P____Unknown.jpg,AB177P,0.99,ok
T3_122649_RC481____Unknown.jpg,RC481,1.00,ok
T3_123512_RA954____Unknown.jpg,RA954,0.92,ok
T3_124253_VS907____Unknown.jpg,VS907,0.99,ok
T3_124312_VS049____Unknown.jpg,VS049,0.98,ok
T3_124737_GK937____Unknown.jpg,GK937,0.98,ok
T3_124838_NY949____Unknown.jpg,NY949,0.99,ok
T3_124942_GK937____Unknown.jpg,GK937,0.99,ok
T3_125234_GK937____Unknown.jpg,GK937,0.99,ok
T3_125415_ZM328____Unknown.jpg,ZM328,1.00,ok
T3_130109_AA613D____Unknown.jpg,AA613D,1.00,ok
T3_130337_NV972____Unknown.jpg,NV972,0.99,ok
T3_131656_NP401____Unknown.jpg,NP401,0.99,ok
T3_131717_VV726____Unknown.jpg,VV726,0.99,ok
T3_131849_UU090____Unknown.jpg,UU090,0.98,ok
T3_133253_AA740F____Unknown.jpg,AA74OF,0.94,ok
T3_133942_AB870G____Unknown.jpg,AB870G,0.87,ok
T3_134059_SR686____Unknown.jpg,SR686,1.00,ok
T3_134452_ZUS037____Unknown.jpg,ZUS037,0.99,ok
T3_134521_VZ601____Unknown.jpg,VZ601,0.99,ok
T3_135526_KP475____Unknown.jpg,KP4751,0.97,ok
T3_140355_AA092K____Unknown.jpg,AA092K,0.99,ok
T3_140738_VT143____Unknown.jpg,VT143,1.00,ok
T3_140815_AA212G____Unknown.jpg,M,0.72,ok
T3_141207_KD117____Unknown.jpg,KD117,0.98,ok
T3_141323_UC624____Unknown.jpg,UC624,0.94,ok
T3_141508_LV763____Unknown.jpg,LV763,1.00,ok
T3_142753_FZ165____Unknown.jpg,FZ165,1.00,ok
T3_143400_PY972____Unknown.jpg,PV972,0.93,ok
T3_143503_RZ072____Unknown.jpg,RZ072,0.95,ok
T3_144033_VY129____Unknown.jpg,VV129,0.93,ok
T3_144559_LZ374____Unknown.jpg,LZ374,0.99,ok
T3_144619_YJ353____Unknown.jpg,YJ353,1.00,ok
T3_144635_MV428____Unknown.jpg,MV428,0.92,ok
T3_144806_PH068____Unknown.jpg,PH068,0.93,ok
T3_151414_VK900____Unknown.jpg,VK9GG,0.95,ok
T3_151441_ZUB766____Unknown.jpg,ZUB766,1.00,ok
T3_151736_YN082____Unknown.jpg,YN082,0.98,ok
T3_151916_ZY034____Unknown.jpg,ZY034,0.99,ok
T3_152148_RV002____Unknown.jpg,RV002,0.98,ok
T3_152302_NP800____Unknown.jpg,NP800,0.95,ok
T3_152530_UT737____Unknown.jpg,UT737,0.96,ok
T3_153005_VY867____Unknown.jpg,VY867,0.88,ok
T3_153024_KG007____Unknown.jpg,KG007,1.00,ok
T3_153104_SV650____Unknown.jpg,SV650,1.00,ok
T3_153133_UT737____Unknown.jpg,UT737,0.97,ok
T3_153451_RH662____Unknown.jpg,RH662,1.00,ok
T3_155009_MV207____Unknown.jpg,MV207,0.90,ok
T3_155926_RN513____Unknown.jpg,RN513,1.00,ok
T3_160155_ZY034____Unknown.jpg,ZY034,0.92,ok
T3_160605_LV867____Unknown.jpg,LV867,1.00,ok
T3_161024_AB037J____Unknown.jpg,0373,0.94,ok
T3_161048_YB779____Unknown.jpg,YB779,0.99,ok
T3_161229_AB400D____Unknown.jpg,4000,0.95,ok
T3_161413_YF285____Unknown.jpg,YF285,1.00,ok
T3_161420_AA122Z____Unknown.jpg,1222,0.90,ok
T3_161711_AA349L____Unknown.jpg,AA349L,0.99,ok
T3_164220_AA686N____Unknown.jpg,AA686N,1.00,ok
T3_164526_YE032____Unknown.jpg,YE032,0.96,ok
T3_164903_VH794____Unknown.jpg,VH794,1.00,ok
T3_165339_YJ353____Unknown.jpg,YJ353,0.99,ok
T3_170912_SU314____Unknown.jpg,SU314,0.98,ok
T3_171427_KA792____Unknown.jpg,KA792,0.91,ok
T3_171803_ZN734____Unknown.jpg,ZN734,1.00,ok
T3_172122_RN358____Unknown.jpg,RN358,1.00,ok
T3_172457_PK687____Unknown.jpg,PK687,0.98,ok
T3_172525_AA103Z____Unknown.jpg,1032,0.93,ok
T3_174352_RY366____Unknown.jpg,RY366,0.98,ok
T3_174515_LR557____Unknown.jpg,LR557,1.00,ok
T3_175041_AB400D____Unknown.jpg,4BOD,0.73,ok
T3_175818_HJ220____Unknown.jpg,HJ220,0.99,ok
T3_180438_KS385____Unknown.jpg,KS385,0.99,ok
T3_180642_NL435____Unknown.jpg,NL435,0.96,ok
T3_180752_ZVK622____Unknown.jpg,ZVK622,1.00,ok
T3_181521_NL435____Unknown.jpg,NL435,0.98,ok
T3_181625_SD556____Unknown.jpg,SD556,0.96,ok
T3_181910_ZJB226____Unknown.jpg,ZJB226,0.99,ok
T3_182245_PE149____Unknown.jpg,PE149,0.93,ok
T3_182251_NP800____Unknown.jpg,NP800,0.96,ok
T3_182411_NP800____Unknown.jpg,NP800,0.97,ok
T3_182631_LN523____Unknown.jpg,LN523,1.00,ok
T3_183109_PM445____Unknown.jpg,PM445,0.99,ok
T3_183239_ZR905____Unknown.jpg,ZR905,1.00,ok
T3_184050_LS227____Unknown.jpg,LS227,1.00,ok
T3_185901_MH987____Unknown.jpg,MH987,1.00,ok
T3_190143_AA140M____Unknown.jpg,AA140M,0.97,ok
T3_190235_PC191____Unknown.jpg,PC191,1.00,ok
T3_190737_KM064____Unknown.jpg,KM064,0.98,ok
T3_191427_YK115____Unknown.jpg,YK115,1.00,ok
T3_192304_ZN822____Unknown.jpg,ZN822,0.99,ok
T3_193302_MP123____Unknown.jpg,MP123,1.00,ok
T3_193352_RY466____Unknown.jpg,RY466,0.99,ok
T3_193502_RV098____Unknown.jpg,RV098,1.00,ok
T3_194651_RM324____Unknown.jpg,RM324,1.00,ok
T3_194754_YZ720____Unknown.jpg,YZ720,1.00,ok
T3_195904_HZ569____Unknown.jpg,HZ569,0.98,ok
T3_200406_YN350____Unknown.jpg,YN350,1.00,ok
T3_202059_NC153____Unknown.jpg,NC153,1.00,ok
T3_202336_AB123K____Unknown.jpg,123K,0.99,ok
T3_202622_PP008____Unknown.jpg,PP008,0.93,ok
T3_203200_ZY034____Unknown.jpg,ZY034,0.98,ok
T3_204751_AA913C____Unknown.jpg,AA913C,1.00,ok
T3_205723_ZH941____Unknown.jpg,ZH941,1.00,ok
T3_210203_SA544____Unknown.jpg,SA544,0.90,ok
T3_211044_NT806____Unknown.jpg,NT806,0.98,ok
T3_211338_PZ419____Unknown.jpg,ZPZ419,1.00,ok
T3_211611_AB878B____Unknown.jpg,8788,0.95,ok
T3_212628_AA407L____Unknown.jpg,407L,0.96,ok
T3_214116_ZC847____Unknown.jpg,ZC847,1.00,ok
T3_214753_AA381N____Unknown.jpg,AA381N,1.00,ok
T3_220934_PE149____Unknown.jpg,PE149,0.99,ok
T3_221540_LH458____Unknown.jpg,LH458,1.00,ok
T3_221637_NZ276____Unknown.jpg,NZ276,1.00,ok
T3_222351_UT064____Unknown.jpg,UT064,0.93,ok
T3_223808_VB035____Unknown.jpg,VB035,0.99,ok
T3_224133_VS041____Unknown.jpg,VS041,0.98,ok
T3_224235_ND655____Unknown.jpg,ND655,0.99,ok
T3_230114_RS870____Unknown.jpg,RS870,0.97,ok
T3_230452_YT615____Unknown.jpg,T615,0.98,ok
T3_231700_PK903____Unknown.jpg,PK903,0.98,ok
T3_231925_AB084B____Unknown.jpg,AB084B,0.98,ok
T3_232803_NY548____Unknown.jpg,NY548,0.98,ok
T3_233317_SA316____Unknown.jpg,SA316,1.00,ok
T3_233341_AB161K____Unknown.jpg,AB161K,0.99,ok
T3_233747_AB161K____Unknown.jpg,AB161K,0.99,ok
T3_233822_MS624____Unknown.jpg,MS624,1.00,ok
T3_233857_YY416____Unknown.jpg,HYY416,0.90,ok
T3_234304_AB181C____Unknown.jpg,181C,0.92,ok
T3_234340_HK997____Unknown.jpg,HK997,0.94,ok
T3_234620_KD057____Unknown.jpg,KD057,0.98,ok
T3_234929_KD057____Unknown.jpg,KD057,0.99,ok
T3_235247_YV131____Unknown.jpg,YV131,0.95,ok
